OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative,AtLeastOneDose,FullyVaccinated,FullVaccinatedCumulative,AtLeastOneDoseCumulative
1186,2021/03/04 15:00:00+00,Calvert                                           ,271,15885,501,10011,32,33,303,533,10044,15918
1187,2021/03/05 15:00:00+00,Calvert                                           ,835,16720,438,10449,24,57,859,462,10506,16777
1188,2021/03/06 15:00:00+00,Calvert                                           ,487,17207,32,10481,34,91,521,66,10572,17298
1189,2021/03/07 15:00:00+00,Calvert                                           ,95,17302,27,10508,49,140,144,76,10648,17442
1190,2021/03/08 15:00:00+00,Calvert                                           ,405,17707,48,10556,96,236,501,144,10792,17943
1191,2021/03/09 15:00:00+00,Calvert                                           ,360,18067,255,10811,117,353,477,372,11164,18420
1192,2021/03/10 15:00:00+00,Calvert                                           ,195,18262,85,10896,63,416,258,148,11312,18678
1193,2021/03/11 15:00:00+00,Calvert                                           ,800,19062,167,11063,19,435,819,186,11498,19497
1194,2021/03/12 15:00:00+00,Calvert                                           ,150,19212,208,11271,36,471,186,244,11742,19683
1195,2021/03/13 15:00:00+00,Calvert                                           ,157,19369,75,11346,11,482,168,86,11828,19851
1196,2021/03/14 15:00:00+00,Calvert                                           ,157,19526,65,11411,2,484,159,67,11895,20010
1197,2021/03/15 15:00:00+00,Calvert                                           ,204,19730,164,11575,2,486,206,166,12061,20216
1198,2021/03/16 15:00:00+00,Calvert                                           ,450,20180,108,11683,1,487,451,109,12170,20667
1199,2021/03/17 15:00:00+00,Calvert                                           ,346,20526,292,11975,3,490,349,295,12465,21016
1200,2021/03/18 15:00:00+00,Calvert                                           ,930,21456,117,12092,6,496,936,123,12588,21952
1201,2021/03/19 15:00:00+00,Calvert                                           ,638,22094,74,12166,1,497,639,75,12663,22591
1202,2021/03/20 15:00:00+00,Calvert                                           ,168,22262,618,12784,4,501,172,622,13285,22763
1203,2021/03/21 15:00:00+00,Calvert                                           ,180,22442,35,12819,1,502,181,36,13321,22944
1204,2021/03/22 15:00:00+00,Calvert                                           ,227,22669,43,12862,2,504,229,45,13366,23173
1205,2021/03/23 15:00:00+00,Calvert                                           ,249,22918,249,13111,40,544,289,289,13655,23462
1206,2021/03/24 15:00:00+00,Calvert                                           ,415,23333,347,13458,109,653,524,456,14111,23986
1207,2021/03/25 15:00:00+00,Calvert                                           ,733,24066,455,13913,67,720,800,522,14633,24786
1208,2021/03/26 15:00:00+00,Calvert                                           ,865,24931,216,14129,3,723,868,219,14852,25654
1209,2021/03/27 15:00:00+00,Calvert                                           ,463,25394,438,14567,4,727,467,442,15294,26121
1210,2021/03/28 15:00:00+00,Calvert                                           ,296,25690,110,14677,5,732,301,115,15409,26422
1211,2021/03/29 15:00:00+00,Calvert                                           ,364,26054,201,14878,7,739,371,208,15617,26793
1212,2021/03/30 15:00:00+00,Calvert                                           ,390,26444,291,15169,82,821,472,373,15990,27265
1213,2021/03/31 15:00:00+00,Calvert                                           ,563,27007,436,15605,150,971,713,586,16576,27978
1214,2021/04/01 15:00:00+00,Calvert                                           ,843,27850,446,16051,101,1072,944,547,17123,28922
1215,2021/04/02 15:00:00+00,Calvert                                           ,247,28097,236,16287,86,1158,333,322,17445,29255
1216,2021/04/03 15:00:00+00,Calvert                                           ,165,28262,617,16904,56,1214,221,673,18118,29476
1217,2021/04/04 15:00:00+00,Calvert                                           ,106,28368,139,17043,21,1235,127,160,18278,29603
1218,2021/04/05 15:00:00+00,Calvert                                           ,291,28659,216,17259,74,1309,365,290,18568,29968
1219,2021/04/06 15:00:00+00,Calvert                                           ,606,29265,377,17636,291,1600,897,668,19236,30865
1220,2021/04/07 15:00:00+00,Calvert                                           ,246,29511,305,17941,120,1720,366,425,19661,31231
1221,2021/04/08 15:00:00+00,Calvert                                           ,831,30342,409,18350,118,1838,949,527,20188,32180
1222,2021/04/09 15:00:00+00,Calvert                                           ,310,30652,263,18613,160,1998,470,423,20611,32650
1223,2021/04/10 15:00:00+00,Calvert                                           ,661,31313,555,19168,143,2141,804,698,21309,33454
1224,2021/04/11 15:00:00+00,Calvert                                           ,209,31522,127,19295,79,2220,288,206,21515,33742
1225,2021/04/12 15:00:00+00,Calvert                                           ,286,31808,241,19536,149,2369,435,390,21905,34177
1226,2021/04/13 15:00:00+00,Calvert                                           ,649,32457,441,19977,9,2378,658,450,22355,34835
1227,2021/04/14 15:00:00+00,Calvert                                           ,401,32858,419,20396,1,2379,402,420,22775,35237
1228,2021/04/15 15:00:00+00,Calvert                                           ,665,33523,691,21087,,2379,,,23466,35902
1229,2021/04/16 15:00:00+00,Calvert                                           ,336,33859,646,21733,,2379,,,24112,36238
1230,2021/04/17 15:00:00+00,Calvert                                           ,237,34096,684,22417,,2379,,,24796,36475
1231,2021/04/18 15:00:00+00,Calvert                                           ,205,34301,255,22672,,2379,,,25051,36680
1232,2021/04/19 15:00:00+00,Calvert                                           ,303,34604,423,23095,,2379,,,25474,36983
1233,2021/04/20 15:00:00+00,Calvert                                           ,560,35164,336,23431,,2379,,,25810,37543
1234,2021/04/21 15:00:00+00,Calvert                                           ,428,35592,412,23843,,2379,,,26222,37971
1235,2021/04/22 15:00:00+00,Calvert                                           ,425,36017,230,24073,,2379,,,26452,38396
1236,2021/04/23 15:00:00+00,Calvert                                           ,449,36466,243,24316,,2379,,,26695,38845
1237,2021/04/24 15:00:00+00,Calvert                                           ,317,36783,1054,25370,,2379,,,27749,39162
1238,2021/04/25 15:00:00+00,Calvert                                           ,221,37004,47,25417,,2379,,,27796,39383
1239,2021/04/26 15:00:00+00,Calvert                                           ,262,37266,273,25690,,2379,,,28069,39645
1240,2021/04/27 15:00:00+00,Calvert                                           ,219,37485,237,25927,22,2401,241,259,28328,39886
1241,2021/04/28 15:00:00+00,Calvert                                           ,253,37738,282,26209,26,2427,279,308,28636,40165
1242,2021/04/29 15:00:00+00,Calvert                                           ,639,38377,264,26473,14,2441,653,278,28914,40818
1243,2021/04/30 15:00:00+00,Calvert                                           ,556,38933,330,26803,20,2461,576,350,29264,41394
1244,2021/05/01 15:00:00+00,Calvert                                           ,141,39074,827,27630,19,2480,160,846,30110,41554
1245,2021/05/02 15:00:00+00,Calvert                                           ,105,39179,152,27782,16,2496,121,168,30278,41675
1246,2021/05/03 15:00:00+00,Calvert                                           ,199,39378,413,28195,27,2523,226,440,30718,41901
1247,2021/05/04 15:00:00+00,Calvert                                           ,241,39619,367,28562,22,2545,263,389,31107,42164
1248,2021/05/05 15:00:00+00,Calvert                                           ,248,39867,266,28828,31,2576,279,297,31404,42443
1249,2021/05/06 15:00:00+00,Calvert                                           ,485,40352,301,29129,18,2594,503,319,31723,42946
1250,2021/05/07 15:00:00+00,Calvert                                           ,139,40491,871,30000,24,2618,163,895,32618,43109
1251,2021/05/08 15:00:00+00,Calvert                                           ,68,40559,797,30797,17,2635,85,814,33432,43194
1252,2021/05/09 15:00:00+00,Calvert                                           ,42,40601,65,30862,11,2646,53,76,33508,43247
1253,2021/05/10 15:00:00+00,Calvert                                           ,55,40656,321,31183,22,2668,77,343,33851,43324
1254,2021/05/11 15:00:00+00,Calvert                                           ,216,40872,279,31462,27,2695,243,306,34157,43567
1255,2021/05/12 15:00:00+00,Calvert                                           ,146,41018,667,32129,29,2724,175,696,34853,43742
1256,2021/05/13 15:00:00+00,Calvert                                           ,295,41313,394,32523,9,2733,304,403,35256,44046
1257,2021/05/14 15:00:00+00,Calvert                                           ,628,41941,268,32791,33,2766,661,301,35557,44707
1258,2021/05/15 15:00:00+00,Calvert                                           ,167,42108,490,33281,23,2789,190,513,36070,44897
1259,2021/05/16 15:00:00+00,Calvert                                           ,90,42198,241,33522,14,2803,104,255,36325,45001
1260,2021/05/17 15:00:00+00,Calvert                                           ,168,42366,340,33862,37,2840,205,377,36702,45206
1261,2021/05/18 15:00:00+00,Calvert                                           ,536,42902,318,34180,35,2875,571,353,37055,45777
1262,2021/05/19 15:00:00+00,Calvert                                           ,233,43135,665,34845,20,2895,253,685,37740,46030
1263,2021/05/20 15:00:00+00,Calvert                                           ,224,43359,316,35161,19,2914,243,335,38075,46273
1264,2021/05/21 15:00:00+00,Calvert                                           ,358,43717,360,35521,17,2931,375,377,38452,46648
1265,2021/05/22 15:00:00+00,Calvert                                           ,185,43902,94,35615,16,2947,201,110,38562,46849
1266,2021/05/23 15:00:00+00,Calvert                                           ,71,43973,146,35761,22,2969,93,168,38730,46942
1267,2021/05/24 15:00:00+00,Calvert                                           ,108,44081,287,36048,22,2991,130,309,39039,47072
1268,2021/05/25 15:00:00+00,Calvert                                           ,161,44242,287,36335,25,3016,186,312,39351,47258
1269,2021/05/26 15:00:00+00,Calvert                                           ,123,44365,256,36591,10,3026,133,266,39617,47391
1270,2021/05/27 15:00:00+00,Calvert                                           ,105,44470,275,36866,8,3034,113,283,39900,47504
1271,2021/05/28 15:00:00+00,Calvert                                           ,95,44565,546,37412,18,3052,113,564,40464,47617
1272,2021/05/29 15:00:00+00,Calvert                                           ,69,44634,101,37513,11,3063,80,112,40576,47697
1273,2021/05/30 15:00:00+00,Calvert                                           ,24,44658,72,37585,9,3072,33,81,40657,47730
1274,2021/05/31 15:00:00+00,Calvert                                           ,9,44667,14,37599,1,3073,10,15,40672,47740
1275,2021/06/01 15:00:00+00,Calvert                                           ,158,44825,259,37858,15,3088,173,274,40946,47913
1276,2021/06/02 15:00:00+00,Calvert                                           ,103,44928,496,38354,30,3118,133,526,41472,48046
1277,2021/06/03 15:00:00+00,Calvert                                           ,154,45082,280,38634,8,3126,162,288,41760,48208
1278,2021/06/04 15:00:00+00,Calvert                                           ,82,45164,375,39009,8,3134,90,383,42143,48298
1279,2021/06/05 15:00:00+00,Calvert                                           ,99,45263,353,39362,7,3141,106,360,42503,48404
1280,2021/06/06 15:00:00+00,Calvert                                           ,17,45280,78,39440,8,3149,25,86,42589,48429
1281,2021/06/07 15:00:00+00,Calvert                                           ,63,45343,132,39572,6,3155,69,138,42727,48498
1282,2021/06/08 15:00:00+00,Calvert                                           ,102,45445,490,40062,5,3160,107,495,43222,48605
1283,2021/06/09 15:00:00+00,Calvert                                           ,50,45495,145,40207,18,3178,68,163,43385,48673
1284,2021/06/10 15:00:00+00,Calvert                                           ,41,45536,121,40328,3,3181,44,124,43509,48717
1285,2021/06/11 15:00:00+00,Calvert                                           ,38,45574,105,40433,4,3185,42,109,43618,48759
1286,2021/06/12 15:00:00+00,Calvert                                           ,22,45596,73,40506,2,3187,24,75,43693,48783
1287,2021/06/13 15:00:00+00,Calvert                                           ,2,45598,8,40514,3,3190,5,11,43704,48788
1288,2020/12/15 15:00:00+00,Frederick                                         ,3,3,,0,,0,,,0,3
1289,2020/12/16 15:00:00+00,Frederick                                         ,1,4,,0,,0,,,0,4
1290,2020/12/17 15:00:00+00,Frederick                                         ,24,28,,0,,0,,,0,28
1291,2020/12/18 15:00:00+00,Frederick                                         ,137,165,,0,,0,,,0,165
1292,2020/12/19 15:00:00+00,Frederick                                         ,10,175,,0,,0,,,0,175
1293,2020/12/20 15:00:00+00,Frederick                                         ,9,184,,0,,0,,,0,184
1294,2020/12/21 15:00:00+00,Frederick                                         ,218,402,,0,,0,,,0,402
1295,2020/12/22 15:00:00+00,Frederick                                         ,333,735,1,1,,0,,,1,735
1296,2020/12/23 15:00:00+00,Frederick                                         ,240,975,,1,,0,,,1,975
1297,2020/12/24 15:00:00+00,Frederick                                         ,25,1000,,1,,0,,,1,1000
1298,2020/12/25 15:00:00+00,Frederick                                         ,8,1008,,1,,0,,,1,1008
1299,2020/12/26 15:00:00+00,Frederick                                         ,13,1021,1,2,,0,,,2,1021
1300,2020/12/27 15:00:00+00,Frederick                                         ,163,1184,1,3,,0,,,3,1184
1301,2020/12/28 15:00:00+00,Frederick                                         ,313,1497,1,4,,0,,,4,1497
1302,2020/12/29 15:00:00+00,Frederick                                         ,502,1999,,4,,0,,,4,1999
1303,2020/12/30 15:00:00+00,Frederick                                         ,464,2463,6,10,,0,,,10,2463
1304,2020/12/31 15:00:00+00,Frederick                                         ,209,2672,,10,,0,,,10,2672
1305,2021/01/01 15:00:00+00,Frederick                                         ,55,2727,7,17,,0,,,17,2727
1306,2021/01/02 15:00:00+00,Frederick                                         ,38,2765,,17,,0,,,17,2765
1307,2021/01/03 15:00:00+00,Frederick                                         ,85,2850,2,19,,0,,,19,2850
1308,2021/01/04 15:00:00+00,Frederick                                         ,617,3467,10,29,,0,,,29,3467
1309,2021/01/05 15:00:00+00,Frederick                                         ,778,4245,13,42,,0,,,42,4245
1310,2021/01/06 15:00:00+00,Frederick                                         ,752,4997,7,49,,0,,,49,4997
1311,2021/01/07 15:00:00+00,Frederick                                         ,531,5528,48,97,,0,,,97,5528
1312,2021/01/08 15:00:00+00,Frederick                                         ,426,5954,121,218,,0,,,218,5954
1313,2021/01/09 15:00:00+00,Frederick                                         ,340,6294,17,235,,0,,,235,6294
1314,2021/01/10 15:00:00+00,Frederick                                         ,108,6402,23,258,,0,,,258,6402
1315,2021/01/11 15:00:00+00,Frederick                                         ,600,7002,212,470,,0,,,470,7002
1316,2021/01/12 15:00:00+00,Frederick                                         ,1104,8106,276,746,,0,,,746,8106
1317,2021/01/13 15:00:00+00,Frederick                                         ,802,8908,206,952,,0,,,952,8908
1318,2021/01/14 15:00:00+00,Frederick                                         ,1129,10037,23,975,,0,,,975,10037
1319,2021/01/15 15:00:00+00,Frederick                                         ,1108,11145,27,1002,,0,,,1002,11145
1320,2021/01/16 15:00:00+00,Frederick                                         ,432,11577,38,1040,,0,,,1040,11577
1321,2021/01/17 15:00:00+00,Frederick                                         ,68,11645,105,1145,,0,,,1145,11645
1322,2021/01/18 15:00:00+00,Frederick                                         ,200,11845,216,1361,,0,,,1361,11845
1323,2021/01/19 15:00:00+00,Frederick                                         ,650,12495,185,1546,,0,,,1546,12495
1324,2021/01/20 15:00:00+00,Frederick                                         ,1263,13758,388,1934,,0,,,1934,13758
1325,2021/01/21 15:00:00+00,Frederick                                         ,1265,15023,216,2150,,0,,,2150,15023
1326,2021/01/22 15:00:00+00,Frederick                                         ,1712,16735,49,2199,,0,,,2199,16735
1327,2021/01/23 15:00:00+00,Frederick                                         ,475,17210,13,2212,,0,,,2212,17210
1328,2021/01/24 15:00:00+00,Frederick                                         ,85,17295,109,2321,,0,,,2321,17295
1329,2021/01/25 15:00:00+00,Frederick                                         ,579,17874,333,2654,,0,,,2654,17874
1330,2021/01/26 15:00:00+00,Frederick                                         ,628,18502,355,3009,,0,,,3009,18502
1331,2021/01/27 15:00:00+00,Frederick                                         ,1561,20063,564,3573,,0,,,3573,20063
1332,2021/01/28 15:00:00+00,Frederick                                         ,965,21028,431,4004,,0,,,4004,21028
1333,2021/01/29 15:00:00+00,Frederick                                         ,1398,22426,107,4111,,0,,,4111,22426
1334,2021/01/30 15:00:00+00,Frederick                                         ,1082,23508,193,4304,,0,,,4304,23508
1335,2021/01/31 15:00:00+00,Frederick                                         ,35,23543,6,4310,,0,,,4310,23543
1336,2021/02/01 15:00:00+00,Frederick                                         ,123,23666,85,4395,,0,,,4395,23666
1337,2021/02/02 15:00:00+00,Frederick                                         ,694,24360,669,5064,,0,,,5064,24360
1338,2021/02/03 15:00:00+00,Frederick                                         ,1870,26230,463,5527,,0,,,5527,26230
1339,2021/02/04 15:00:00+00,Frederick                                         ,1076,27306,604,6131,,0,,,6131,27306
1340,2021/02/05 15:00:00+00,Frederick                                         ,616,27922,454,6585,,0,,,6585,27922
1341,2021/02/06 15:00:00+00,Frederick                                         ,170,28092,166,6751,,0,,,6751,28092
1342,2021/02/07 15:00:00+00,Frederick                                         ,89,28181,64,6815,,0,,,6815,28181
1343,2021/02/08 15:00:00+00,Frederick                                         ,197,28378,513,7328,,0,,,7328,28378
1344,2021/02/09 15:00:00+00,Frederick                                         ,637,29015,633,7961,,0,,,7961,29015
1345,2021/02/10 15:00:00+00,Frederick                                         ,537,29552,1112,9073,,0,,,9073,29552
1346,2021/02/11 15:00:00+00,Frederick                                         ,571,30123,1226,10299,,0,,,10299,30123
1347,2021/02/12 15:00:00+00,Frederick                                         ,826,30949,1578,11877,,0,,,11877,30949
1348,2021/02/13 15:00:00+00,Frederick                                         ,658,31607,703,12580,,0,,,12580,31607
1349,2021/02/14 15:00:00+00,Frederick                                         ,259,31866,28,12608,,0,,,12608,31866
1350,2021/02/15 15:00:00+00,Frederick                                         ,408,32274,805,13413,,0,,,13413,32274
1351,2021/02/16 15:00:00+00,Frederick                                         ,620,32894,956,14369,,0,,,14369,32894
1352,2021/02/17 15:00:00+00,Frederick                                         ,644,33538,1875,16244,,0,,,16244,33538
1353,2021/02/18 15:00:00+00,Frederick                                         ,86,33624,208,16452,,0,,,16452,33624
1354,2021/02/19 15:00:00+00,Frederick                                         ,207,33831,641,17093,,0,,,17093,33831
1355,2021/02/20 15:00:00+00,Frederick                                         ,206,34037,1094,18187,,0,,,18187,34037
1356,2021/02/21 15:00:00+00,Frederick                                         ,152,34189,1398,19585,,0,,,19585,34189
1357,2021/02/22 15:00:00+00,Frederick                                         ,301,34490,357,19942,,0,,,19942,34490
1358,2021/02/23 15:00:00+00,Frederick                                         ,479,34969,724,20666,,0,,,20666,34969
1359,2021/02/24 15:00:00+00,Frederick                                         ,631,35600,2052,22718,,0,,,22718,35600
1360,2021/02/25 15:00:00+00,Frederick                                         ,644,36244,1007,23725,,0,,,23725,36244
1361,2021/02/26 15:00:00+00,Frederick                                         ,1523,37767,568,24293,,0,,,24293,37767
1362,2021/02/27 15:00:00+00,Frederick                                         ,1551,39318,230,24523,,0,,,24523,39318
1363,2021/02/28 15:00:00+00,Frederick                                         ,464,39782,100,24623,,0,,,24623,39782
1364,2021/03/01 15:00:00+00,Frederick                                         ,755,40537,151,24774,,0,,,24774,40537
1365,2021/03/02 15:00:00+00,Frederick                                         ,1246,41783,265,25039,5,5,1251,270,25044,41788
1366,2021/03/03 15:00:00+00,Frederick                                         ,1473,43256,1226,26265,60,65,1533,1286,26330,43321
1367,2021/03/04 15:00:00+00,Frederick                                         ,1476,44732,809,27074,122,187,1598,931,27261,44919
1368,2021/03/05 15:00:00+00,Frederick                                         ,1362,46094,322,27396,152,339,1514,474,27735,46433
1369,2021/03/06 15:00:00+00,Frederick                                         ,1335,47429,135,27531,292,631,1627,427,28162,48060
1370,2021/03/07 15:00:00+00,Frederick                                         ,483,47912,101,27632,195,826,678,296,28458,48738
1371,2021/03/08 15:00:00+00,Frederick                                         ,628,48540,181,27813,226,1052,854,407,28865,49592
1372,2021/03/09 15:00:00+00,Frederick                                         ,952,49492,600,28413,229,1281,1181,829,29694,50773
1373,2021/03/10 15:00:00+00,Frederick                                         ,955,50447,708,29121,441,1722,1396,1149,30843,52169
1374,2021/03/11 15:00:00+00,Frederick                                         ,926,51373,298,29419,113,1835,1039,411,31254,53208
1375,2021/03/12 15:00:00+00,Frederick                                         ,2176,53549,890,30309,74,1909,2250,964,32218,55458
1376,2021/03/13 15:00:00+00,Frederick                                         ,906,54455,774,31083,26,1935,932,800,33018,56390
1377,2021/03/14 15:00:00+00,Frederick                                         ,558,55013,276,31359,11,1946,569,287,33305,56959
1378,2021/03/15 15:00:00+00,Frederick                                         ,1052,56065,506,31865,43,1989,1095,549,33854,58054
1379,2021/03/16 15:00:00+00,Frederick                                         ,881,56946,610,32475,5,1994,886,615,34469,58940
1380,2021/03/17 15:00:00+00,Frederick                                         ,2146,59092,677,33152,42,2036,2188,719,35188,61128
1381,2021/03/18 15:00:00+00,Frederick                                         ,1175,60267,318,33470,92,2128,1267,410,35598,62395
1382,2021/03/19 15:00:00+00,Frederick                                         ,1854,62121,278,33748,30,2158,1884,308,35906,64279
1383,2021/03/20 15:00:00+00,Frederick                                         ,591,62712,329,34077,8,2166,599,337,36243,64878
1384,2021/03/21 15:00:00+00,Frederick                                         ,609,63321,189,34266,14,2180,623,203,36446,65501
1385,2021/03/22 15:00:00+00,Frederick                                         ,939,64260,296,34562,27,2207,966,323,36769,66467
1386,2021/03/23 15:00:00+00,Frederick                                         ,1269,65529,635,35197,24,2231,1293,659,37428,67760
1387,2021/03/24 15:00:00+00,Frederick                                         ,2260,67789,608,35805,60,2291,2320,668,38096,70080
1388,2021/03/25 15:00:00+00,Frederick                                         ,1481,69270,798,36603,332,2623,1813,1130,39226,71893
1389,2021/03/26 15:00:00+00,Frederick                                         ,742,70012,1616,38219,366,2989,1108,1982,41208,73001
1390,2021/03/27 15:00:00+00,Frederick                                         ,571,70583,1476,39695,451,3440,1022,1927,43135,74023
1391,2021/03/28 15:00:00+00,Frederick                                         ,487,71070,484,40179,400,3840,887,884,44019,74910
1392,2021/03/29 15:00:00+00,Frederick                                         ,1203,72273,1080,41259,64,3904,1267,1144,45163,76177
1393,2021/03/30 15:00:00+00,Frederick                                         ,1363,73636,1376,42635,52,3956,1415,1428,46591,77592
1394,2021/03/31 15:00:00+00,Frederick                                         ,2796,76432,1066,43701,616,4572,3412,1682,48273,81004
1395,2021/04/01 15:00:00+00,Frederick                                         ,1911,78343,1588,45289,593,5165,2504,2181,50454,83508
1396,2021/04/02 15:00:00+00,Frederick                                         ,1392,79735,1569,46858,738,5903,2130,2307,52761,85638
1397,2021/04/03 15:00:00+00,Frederick                                         ,715,80450,1237,48095,714,6617,1429,1951,54712,87067
1398,2021/04/04 15:00:00+00,Frederick                                         ,338,80788,376,48471,9,6626,347,385,55097,87414
1399,2021/04/05 15:00:00+00,Frederick                                         ,929,81717,1001,49472,663,7289,1592,1664,56761,89006
1400,2021/04/06 15:00:00+00,Frederick                                         ,1088,82805,793,50265,842,8131,1930,1635,58396,90936
1401,2021/04/07 15:00:00+00,Frederick                                         ,1150,83955,1085,51350,1119,9250,2269,2204,60600,93205
1402,2021/04/08 15:00:00+00,Frederick                                         ,2728,86683,999,52349,803,10053,3531,1802,62402,96736
1403,2021/04/09 15:00:00+00,Frederick                                         ,1150,87833,2158,54507,781,10834,1931,2939,65341,98667
1404,2021/04/10 15:00:00+00,Frederick                                         ,1232,89065,861,55368,447,11281,1679,1308,66649,100346
1405,2021/04/11 15:00:00+00,Frederick                                         ,384,89449,357,55725,325,11606,709,682,67331,101055
1406,2021/04/12 15:00:00+00,Frederick                                         ,639,90088,969,56694,661,12267,1300,1630,68961,102355
1407,2021/04/13 15:00:00+00,Frederick                                         ,3095,93183,820,57514,26,12293,3121,846,69807,105476
1408,2021/04/14 15:00:00+00,Frederick                                         ,1177,94360,1787,59301,1,12294,1178,1788,71595,106654
1409,2021/04/15 15:00:00+00,Frederick                                         ,2769,97129,690,59991,,12294,,,72285,109423
1410,2021/04/16 15:00:00+00,Frederick                                         ,961,98090,1601,61592,,12294,,,73886,110384
1411,2021/04/17 15:00:00+00,Frederick                                         ,1269,99359,390,61982,,12294,,,74276,111653
1412,2021/04/18 15:00:00+00,Frederick                                         ,430,99789,383,62365,,12294,,,74659,112083
1413,2021/04/19 15:00:00+00,Frederick                                         ,941,100730,1136,63501,4,12298,945,1140,75799,113028
1414,2021/04/20 15:00:00+00,Frederick                                         ,936,101666,1736,65237,,12298,,,77535,113964
1415,2021/04/21 15:00:00+00,Frederick                                         ,1375,103041,2557,67794,1,12299,1376,2558,80093,115340
1416,2021/04/22 15:00:00+00,Frederick                                         ,1879,104920,2046,69840,,12299,,,82139,117219
1417,2021/04/23 15:00:00+00,Frederick                                         ,2500,107420,1174,71014,,12299,,,83313,119719
1418,2021/04/24 15:00:00+00,Frederick                                         ,2104,109524,743,71757,2,12301,2106,745,84058,121825
1419,2021/04/25 15:00:00+00,Frederick                                         ,619,110143,412,72169,,12301,,,84470,122444
1420,2021/04/26 15:00:00+00,Frederick                                         ,976,111119,888,73057,26,12327,1002,914,85384,123446
1421,2021/04/27 15:00:00+00,Frederick                                         ,1309,112428,928,73985,59,12386,1368,987,86371,124814
1422,2021/04/28 15:00:00+00,Frederick                                         ,1181,113609,2291,76276,92,12478,1273,2383,88754,126087
1423,2021/04/29 15:00:00+00,Frederick                                         ,1053,114662,1736,78012,113,12591,1166,1849,90603,127253
1424,2021/04/30 15:00:00+00,Frederick                                         ,1489,116151,1350,79362,98,12689,1587,1448,92051,128840
1425,2021/05/01 15:00:00+00,Frederick                                         ,917,117068,564,79926,60,12749,977,624,92675,129817
1426,2021/05/02 15:00:00+00,Frederick                                         ,259,117327,343,80269,41,12790,300,384,93059,130117
1427,2021/05/03 15:00:00+00,Frederick                                         ,454,117781,872,81141,90,12880,544,962,94021,130661
1428,2021/05/04 15:00:00+00,Frederick                                         ,477,118258,978,82119,100,12980,577,1078,95099,131238
1429,2021/05/05 15:00:00+00,Frederick                                         ,601,118859,780,82899,129,13109,730,909,96008,131968
1430,2021/05/06 15:00:00+00,Frederick                                         ,520,119379,2443,85342,92,13201,612,2535,98543,132580
1431,2021/05/07 15:00:00+00,Frederick                                         ,796,120175,898,86240,131,13332,927,1029,99572,133507
1432,2021/05/08 15:00:00+00,Frederick                                         ,450,120625,1287,87527,77,13409,527,1364,100936,134034
1433,2021/05/09 15:00:00+00,Frederick                                         ,90,120715,226,87753,46,13455,136,272,101208,134170
1434,2021/05/10 15:00:00+00,Frederick                                         ,277,120992,772,88525,88,13543,365,860,102068,134535
1435,2021/05/11 15:00:00+00,Frederick                                         ,491,121483,2906,91431,66,13609,557,2972,105040,135092
1436,2021/05/12 15:00:00+00,Frederick                                         ,481,121964,973,92404,91,13700,572,1064,106104,135664
1437,2021/05/13 15:00:00+00,Frederick                                         ,916,122880,2478,94882,48,13748,964,2526,108630,136628
1438,2021/05/14 15:00:00+00,Frederick                                         ,1100,123980,857,95739,59,13807,1159,916,109546,137787
1439,2021/05/15 15:00:00+00,Frederick                                         ,949,124929,1409,97148,39,13846,988,1448,110994,138775
1440,2021/05/16 15:00:00+00,Frederick                                         ,239,125168,320,97468,23,13869,262,343,111337,139037
1441,2021/05/17 15:00:00+00,Frederick                                         ,575,125743,1059,98527,80,13949,655,1139,112476,139692
1442,2021/05/18 15:00:00+00,Frederick                                         ,747,126490,1494,100021,101,14050,848,1595,114071,140540
1443,2021/05/19 15:00:00+00,Frederick                                         ,1469,127959,1506,101527,73,14123,1542,1579,115650,142082
1444,2021/05/20 15:00:00+00,Frederick                                         ,1326,129285,1971,103498,86,14209,1412,2057,117707,143494
1445,2021/05/21 15:00:00+00,Frederick                                         ,1226,130511,2308,105806,72,14281,1298,2380,120087,144792
1446,2021/05/22 15:00:00+00,Frederick                                         ,1014,131525,1569,107375,27,14308,1041,1596,121683,145833
1447,2021/05/23 15:00:00+00,Frederick                                         ,243,131768,250,107625,24,14332,267,274,121957,146100
1448,2021/05/24 15:00:00+00,Frederick                                         ,493,132261,640,108265,47,14379,540,687,122644,146640
1449,2021/05/25 15:00:00+00,Frederick                                         ,435,132696,798,109063,59,14438,494,857,123501,147134
1450,2021/05/26 15:00:00+00,Frederick                                         ,618,133314,706,109769,45,14483,663,751,124252,147797
1451,2021/05/27 15:00:00+00,Frederick                                         ,473,133787,565,110334,47,14530,520,612,124864,148317
1452,2021/05/28 15:00:00+00,Frederick                                         ,637,134424,1365,111699,89,14619,726,1454,126318,149043
1453,2021/05/29 15:00:00+00,Frederick                                         ,454,134878,912,112611,65,14684,519,977,127295,149562
1454,2021/05/30 15:00:00+00,Frederick                                         ,147,135025,129,112740,19,14703,166,148,127443,149728
1455,2021/05/31 15:00:00+00,Frederick                                         ,91,135116,137,112877,,14703,,,127580,149819
1456,2021/06/01 15:00:00+00,Frederick                                         ,316,135432,623,113500,54,14757,370,677,128257,150189
1457,2021/06/02 15:00:00+00,Frederick                                         ,408,135840,666,114166,35,14792,443,701,128958,150632
